executive_order_id,pdf_url,citation,start_page,end_page,title,signing_date,publication_date,president
13913,https://www.govinfo.gov/content/pkg/FR-2020-04-08/pdf/2020-07530.pdf,85 FR 19643,19643,19650,Establishing the Committee for the Assessment of Foreign Participation in the United States Telecommunications Services Sector,2020-04-04,04/08/2020,Donald Trump
13911,https://www.govinfo.gov/content/pkg/FR-2020-04-01/pdf/2020-06969.pdf,85 FR 18403,18403,18405,Delegating Additional Authority Under the Defense Production Act With Respect to Health and Medical Resources To Respond to the Spread of COVID-19,2020-03-27,04/01/2020,Donald Trump
13912,https://www.govinfo.gov/content/pkg/FR-2020-04-01/pdf/2020-06985.pdf,85 FR 18407,18407,18408,National Emergency Authority To Order the Selected Reserve and Certain Members of the Individual Ready Reserve of the Armed Forces to Active Duty,2020-03-27,04/01/2020,Donald Trump
13910,https://www.govinfo.gov/content/pkg/FR-2020-03-26/pdf/2020-06478.pdf,85 FR 17001,17001,17002,Preventing Hoarding of Health and Medical Resources To Respond to the Spread of COVID-19,2020-03-23,03/26/2020,Donald Trump
13909,https://www.govinfo.gov/content/pkg/FR-2020-03-23/pdf/2020-06161.pdf,85 FR 16227,16227,16228,Prioritizing and Allocating Health and Medical Resources to Respond to the Spread of COVID-19,2020-03-18,03/23/2020,Donald Trump
13908,https://www.govinfo.gov/content/pkg/FR-2020-03-06/pdf/2020-04755.pdf,85 FR 12983,12983,12984,Establishment of the Interagency Committee on Trade in Automotive Goods Under Section 202A of the United States Mexico Canada Agreement Implementation Act,2020-02-28,03/06/2020,Donald Trump
13907,https://www.govinfo.gov/content/pkg/FR-2020-03-05/pdf/2020-04730.pdf,85 FR 12977,12977,12978,Establishment of the Interagency Environment Committee for Monitoring and Enforcement Under Section 811 of the United States-Mexico-Canada Agreement Implementation Act,2020-02-28,03/05/2020,Donald Trump
13906,https://www.govinfo.gov/content/pkg/FR-2020-02-20/pdf/2020-03556.pdf,85 FR 10031,10031,10032,Amending Executive Order 13803Reviving the National Space Council,2020-02-13,02/20/2020,Donald Trump
13905,https://www.govinfo.gov/content/pkg/FR-2020-02-18/pdf/2020-03337.pdf,85 FR 9359,9359,9361,"Strengthening National Resilience Through Responsible Use of Positioning, Navigation, and Timing Services",2020-02-12,02/18/2020,Donald Trump
13903,https://www.govinfo.gov/content/pkg/FR-2020-02-05/pdf/2020-02438.pdf,85 FR 6721,6721,6723,Combating Human Trafficking and Online Child Exploitation in the United States,2020-01-31,02/05/2020,Donald Trump
13904,https://www.govinfo.gov/content/pkg/FR-2020-02-05/pdf/2020-02439.pdf,85 FR 6725,6725,6729,"Ensuring Safe and Lawful E-Commerce for United States Consumers, Businesses, Government Supply Chains, and Intellectual Property Rights Holders",2020-01-31,02/05/2020,Donald Trump
13902,https://www.govinfo.gov/content/pkg/FR-2020-01-14/pdf/2020-00534.pdf,85 FR 2003,2003,2006,Imposing Sanctions With Respect to Additional Sectors of Iran,2020-01-10,01/14/2020,Donald Trump
13901,https://www.govinfo.gov/content/pkg/FR-2019-12-30/pdf/2019-28286.pdf,84 FR 72213,72213,72225,Adjustments of Certain Rates of Pay,2019-12-26,12/30/2019,Donald Trump
13900,https://www.govinfo.gov/content/pkg/FR-2019-12-20/pdf/2019-27678.pdf,84 FR 69983,69983,69984,"Providing for the Closing of Executive Departments and Agencies of the Federal Government on December 24, 2019",2019-12-17,12/20/2019,Donald Trump
13899,https://www.govinfo.gov/content/pkg/FR-2019-12-16/pdf/2019-27217.pdf,84 FR 68779,68779,68780,Combating Anti-Semitism,2019-12-11,12/16/2019,Donald Trump
13898,https://www.govinfo.gov/content/pkg/FR-2019-12-02/pdf/2019-26178.pdf,84 FR 66059,66059,66061,Establishing the Task Force on Missing and Murdered American Indians and Alaska Natives,2019-11-26,12/02/2019,Donald Trump
13897,https://www.govinfo.gov/content/pkg/FR-2019-11-05/pdf/2019-24288.pdf,84 FR 59709,59709,59710,Improving Federal Contractor Operations by Revoking Executive Order 13495,2019-10-31,11/05/2019,Donald Trump
13896,https://www.govinfo.gov/content/pkg/FR-2019-11-01/pdf/2019-24040.pdf,84 FR 58595,58595,58597,Commission on Law Enforcement and the Administration of Justice,2019-10-28,11/01/2019,Donald Trump
13895,https://www.govinfo.gov/content/pkg/FR-2019-10-25/pdf/2019-23525.pdf,84 FR 57309,57309,57311,President's Council of Advisors on Science and Technology,2019-10-22,10/25/2019,Donald Trump
13894,https://www.govinfo.gov/content/pkg/FR-2019-10-17/pdf/2019-22849.pdf,84 FR 55851,55851,55855,Blocking Property and Suspending Entry of Certain Persons Contributing to the Situation in Syria,2019-10-14,10/17/2019,Donald Trump
13893,https://www.govinfo.gov/content/pkg/FR-2019-10-16/pdf/2019-22749.pdf,84 FR 55487,55487,55488,Increasing Government Accountability for Administrative Actions by Reinvigorating Administrative PAYGO,2019-10-10,10/16/2019,Donald Trump
13891,https://www.govinfo.gov/content/pkg/FR-2019-10-15/pdf/2019-22623.pdf,84 FR 55235,55235,55238,Promoting the Rule of Law Through Improved Agency Guidance Documents,2019-10-09,10/15/2019,Donald Trump
13892,https://www.govinfo.gov/content/pkg/FR-2019-10-15/pdf/2019-22624.pdf,84 FR 55239,55239,55243,Promoting the Rule of Law Through Transparency and Fairness in Civil Administrative Enforcement and Adjudication,2019-10-09,10/15/2019,Donald Trump
13890,https://www.govinfo.gov/content/pkg/FR-2019-10-08/pdf/2019-22073.pdf,84 FR 53573,53573,53576,Protecting and Improving Medicare for Our Nation's Seniors,2019-10-03,10/08/2019,Donald Trump
13889,https://www.govinfo.gov/content/pkg/FR-2019-10-02/pdf/2019-21630.pdf,84 FR 52743,52743,52745,Continuance of Certain Federal Advisory Committees,2019-09-27,10/02/2019,Donald Trump
13888,https://www.govinfo.gov/content/pkg/FR-2019-10-01/pdf/2019-21505.pdf,84 FR 52355,52355,52356,Enhancing State and Local Involvement in Refugee Resettlement,2019-09-26,10/01/2019,Donald Trump
13887,https://www.govinfo.gov/content/pkg/FR-2019-09-24/pdf/2019-20804.pdf,84 FR 49935,49935,49939,Modernizing Influenza Vaccines in the United States to Promote National Security and Public Health,2019-09-19,09/24/2019,Donald Trump
13886,https://www.govinfo.gov/content/pkg/FR-2019-09-12/pdf/2019-19895.pdf,84 FR 48041,48041,48043,Modernizing Sanctions To Combat Terrorism,2019-09-09,09/12/2019,Donald Trump
13885,https://www.govinfo.gov/content/pkg/FR-2019-09-05/pdf/2019-19367.pdf,84 FR 46873,46873,46874,Establishing the National Quantum Initiative Advisory Committee,2019-08-30,09/05/2019,Donald Trump
13884,https://www.govinfo.gov/content/pkg/FR-2019-08-07/pdf/2019-17052.pdf,84 FR 38843,38843,38845,Blocking Property of the Government of Venezuela,2019-08-05,08/07/2019,Donald Trump
13883,https://www.govinfo.gov/content/pkg/FR-2019-08-05/pdf/2019-16879.pdf,84 FR 38113,38113,38114,Administration of Proliferation Sanctions and Amendment of Executive Order 12851,2019-08-01,08/05/2019,Donald Trump
13882,https://www.govinfo.gov/content/pkg/FR-2019-07-30/pdf/2019-16383.pdf,84 FR 37055,37055,37058,Blocking Property and Suspending Entry of Certain Persons Contributing to the Situation in Mali,2019-07-26,07/30/2019,Donald Trump
13881,https://www.govinfo.gov/content/pkg/FR-2019-07-18/pdf/2019-15449.pdf,84 FR 34257,34257,34259,"Maximizing Use of American-Made Goods, Products, and Materials",2019-07-15,07/18/2019,Donald Trump
13880,https://www.govinfo.gov/content/pkg/FR-2019-07-16/pdf/2019-15222.pdf,84 FR 33821,33821,33825,Collecting Information About Citizenship Status in Connection With the Decennial Census,2019-07-11,07/16/2019,Donald Trump
13879,https://www.govinfo.gov/content/pkg/FR-2019-07-15/pdf/2019-15159.pdf,84 FR 33817,33817,33819,Advancing American Kidney Health,2019-07-10,07/15/2019,Donald Trump
13878,https://www.govinfo.gov/content/pkg/FR-2019-06-28/pdf/2019-14016.pdf,84 FR 30853,30853,30856,Establishing a White House Council on Eliminating Regulatory Barriers to Affordable Housing,2019-06-25,06/28/2019,Donald Trump
13877,https://www.govinfo.gov/content/pkg/FR-2019-06-27/pdf/2019-13945.pdf,84 FR 30849,30849,30852,Improving Price and Quality Transparency in American Healthcare To Put Patients First,2019-06-24,06/27/2019,Donald Trump
13876,https://www.govinfo.gov/content/pkg/FR-2019-06-26/pdf/2019-13793.pdf,84 FR 30573,30573,30576,Imposing Sanctions With Respect to Iran,2019-06-24,06/26/2019,Donald Trump
13875,https://www.govinfo.gov/content/pkg/FR-2019-06-19/pdf/2019-13175.pdf,84 FR 28711,28711,28713,Evaluating and Improving the Utility of Federal Advisory Committees,2019-06-14,06/19/2019,Donald Trump
13874,https://www.govinfo.gov/content/pkg/FR-2019-06-14/pdf/2019-12802.pdf,84 FR 27899,27899,27902,Modernizing the Regulatory Framework for Agricultural Biotechnology Products,2019-06-11,06/14/2019,Donald Trump
13873,https://www.govinfo.gov/content/pkg/FR-2019-05-17/pdf/2019-10538.pdf,84 FR 22689,22689,22692,Securing the Information and Communications Technology and Services Supply Chain,2019-05-15,05/17/2019,Donald Trump
13872,https://www.govinfo.gov/content/pkg/FR-2019-05-16/pdf/2019-10398.pdf,84 FR 22321,22321,22325,Economic Empowerment of Asian Americans and Pacific Islanders,2019-05-13,05/16/2019,Donald Trump
13871,https://www.govinfo.gov/content/pkg/FR-2019-05-10/pdf/2019-09877.pdf,84 FR 20761,20761,20764,"Imposing Sanctions With Respect to the Iron, Steel, Aluminum, and Copper Sectors of Iran",2019-05-08,05/10/2019,Donald Trump
13870,https://www.govinfo.gov/content/pkg/FR-2019-05-09/pdf/2019-09750.pdf,84 FR 20523,20523,20527,America's Cybersecurity Workforce,2019-05-02,05/09/2019,Donald Trump
13869,https://www.govinfo.gov/content/pkg/FR-2019-04-29/pdf/2019-08797.pdf,84 FR 18125,18125,18131,Transferring Responsibility for Background Investigations to the Department of Defense,2019-04-24,04/29/2019,Donald Trump
13867,https://www.govinfo.gov/content/pkg/FR-2019-04-15/pdf/2019-07645.pdf,84 FR 15491,15491,15493,Issuance of Permits With Respect to Facilities and Land Transportation Crossings at the International Boundaries of the United States,2019-04-10,04/15/2019,Donald Trump
13868,https://www.govinfo.gov/content/pkg/FR-2019-04-15/pdf/2019-07656.pdf,84 FR 15495,15495,15499,Promoting Energy Infrastructure and Economic Growth,2019-04-10,04/15/2019,Donald Trump
13866,https://www.govinfo.gov/content/pkg/FR-2019-04-02/pdf/2019-06548.pdf,84 FR 12853,12853,12865,Adjustments of Certain Rates of Pay,2019-03-28,04/02/2019,Donald Trump
13865,https://www.govinfo.gov/content/pkg/FR-2019-03-29/pdf/2019-06325.pdf,84 FR 12041,12041,12046,Coordinating National Resilience to Electromagnetic Pulses,2019-03-26,03/29/2019,Donald Trump
13864,https://www.govinfo.gov/content/pkg/FR-2019-03-26/pdf/2019-05934.pdf,84 FR 11401,11401,11404,"Improving Free Inquiry, Transparency, and Accountability at Colleges and Universities",2019-03-21,03/26/2019,Donald Trump
13863,https://www.govinfo.gov/content/pkg/FR-2019-03-19/pdf/2019-05370.pdf,84 FR 10255,10255,10256,Taking Additional Steps to Address the National Emergency With Respect to Significant Transnational Criminal Organizations,2019-03-15,03/19/2019,Donald Trump
13862,https://www.govinfo.gov/content/pkg/FR-2019-03-11/pdf/2019-04595.pdf,84 FR 8789,8789,8790,Revocation of Reporting Requirement,2019-03-06,03/11/2019,Donald Trump
13861,https://www.govinfo.gov/content/pkg/FR-2019-03-08/pdf/2019-04437.pdf,84 FR 8585,8585,8588,National Roadmap to Empower Veterans and End Suicide,2019-03-05,03/08/2019,Donald Trump
13860,https://www.govinfo.gov/content/pkg/FR-2019-03-07/pdf/2019-04298.pdf,84 FR 8407,8407,8408,Supporting the Transition of Active Duty Service Members and Military Veterans Into the Merchant Marine,2019-03-04,03/07/2019,Donald Trump
13859,https://www.govinfo.gov/content/pkg/FR-2019-02-14/pdf/2019-02544.pdf,84 FR 3967,3967,3972,Maintaining American Leadership in Artificial Intelligence,2019-02-11,02/14/2019,Donald Trump
13858,https://www.govinfo.gov/content/pkg/FR-2019-02-05/pdf/2019-01426.pdf,84 FR 2039,2039,2041,Strengthening Buy-American Preferences for Infrastructure Projects,2019-01-31,02/05/2019,Donald Trump
13857,https://www.govinfo.gov/content/pkg/FR-2019-01-30/pdf/2019-00615.pdf,84 FR 509,509,510,Taking Additional Steps To Address the National Emergency With Respect to Venezuela,2019-01-25,01/30/2019,Donald Trump
13856,https://www.govinfo.gov/content/pkg/FR-2019-01-08/pdf/2019-00048.pdf,84 FR 65,65,77,Adjustments of Certain Rates of Pay,2018-12-28,01/08/2019,Donald Trump
13855,https://www.govinfo.gov/content/pkg/FR-2019-01-07/pdf/2019-00014.pdf,84 FR 45,45,48,"Promoting Active Management of America's Forests, Rangelands, and Other Federal Lands To Improve Conditions and Reduce Wildfire Risk",2018-12-21,01/07/2019,Donald Trump
13854,https://www.govinfo.gov/content/pkg/FR-2018-12-21/pdf/2018-27945.pdf,83 FR 65481,65481,65482,"Providing for the Closing of Executive Departments and Agencies of the Federal Government on December 24, 2018",2018-12-18,12/21/2018,Donald Trump
13853,https://www.govinfo.gov/content/pkg/FR-2018-12-18/pdf/2018-27515.pdf,83 FR 65071,65071,65074,Establishing the White House Opportunity and Revitalization Council,2018-12-12,12/18/2018,Donald Trump
13852,https://www.govinfo.gov/content/pkg/FR-2018-12-04/pdf/2018-26552.pdf,83 FR 62687,62687,62688,"Providing for the Closing of Executive Departments and Agencies of the Federal Government on December 5, 2018",2018-12-01,12/04/2018,Donald Trump
13851,https://www.govinfo.gov/content/pkg/FR-2018-11-29/pdf/2018-26156.pdf,83 FR 61505,61505,61507,Blocking Property of Certain Persons Contributing to the Situation in Nicaragua,2018-11-27,11/29/2018,Donald Trump
13850,https://www.govinfo.gov/content/pkg/FR-2018-11-02/pdf/2018-24254.pdf,83 FR 55243,55243,55245,Blocking Property of Additional Persons Contributing to the Situation in Venezuela,2018-11-01,11/02/2018,Donald Trump
13849,https://www.govinfo.gov/content/pkg/FR-2018-09-21/pdf/2018-20816.pdf,83 FR 48195,48195,48200,Authorizing the Implementation of Certain Sanctions Set Forth in the Countering America's Adversaries Through Sanctions Act,2018-09-20,09/21/2018,Donald Trump
13848,https://www.govinfo.gov/content/pkg/FR-2018-09-14/pdf/2018-20203.pdf,83 FR 46843,46843,46848,Imposing Certain Sanctions in the Event of Foreign Interference in a United States Election,2018-09-12,09/14/2018,Donald Trump
13847,https://www.govinfo.gov/content/pkg/FR-2018-09-06/pdf/2018-19514.pdf,83 FR 45321,45321,45323,Strengthening Retirement Security in America,2018-08-31,09/06/2018,Donald Trump
13846,https://www.govinfo.gov/content/pkg/FR-2018-08-07/pdf/2018-17068.pdf,83 FR 38939,38939,38949,Reimposing Certain Sanctions With Respect to Iran,2018-08-06,08/07/2018,Donald Trump
13845,https://www.govinfo.gov/content/pkg/FR-2018-07-24/pdf/2018-15955.pdf,83 FR 35099,35099,35103,Establishing the President's National Council for the American Worker,2018-07-19,07/24/2018,Donald Trump
13844,https://www.govinfo.gov/content/pkg/FR-2018-07-16/pdf/2018-15299.pdf,83 FR 33115,33115,33117,Establishment of the Task Force on Market Integrity and Consumer Fraud,2018-07-11,07/16/2018,Donald Trump
13842,https://www.govinfo.gov/content/pkg/FR-2018-07-13/pdf/2018-15195.pdf,83 FR 32753,32753,32754,"Establishing an Exception to Competitive Examining Rules for Appointment to Certain Positions in the United States Marshals Service, Department of Justice",2018-07-10,07/13/2018,Donald Trump
13843,https://www.govinfo.gov/content/pkg/FR-2018-07-13/pdf/2018-15202.pdf,83 FR 32755,32755,32758,Excepting Administrative Law Judges From the Competitive Service,2018-07-10,07/13/2018,Donald Trump
13841,https://www.govinfo.gov/content/pkg/FR-2018-06-25/pdf/2018-13696.pdf,83 FR 29435,29435,29436,Affording Congress an Opportunity To Address Family Separation,2018-06-20,06/25/2018,Donald Trump
13840,https://www.govinfo.gov/content/pkg/FR-2018-06-22/pdf/2018-13640.pdf,83 FR 29431,29431,29434,"Ocean Policy To Advance the Economic, Security, and Environmental Interests of the United States",2018-06-19,06/22/2018,Donald Trump
13836,https://www.govinfo.gov/content/pkg/FR-2018-06-01/pdf/2018-11913.pdf,83 FR 25329,25329,25334,"Developing Efficient, Effective, and Cost- Reducing Approaches To Federal Sector Collective Bargaining",2018-05-25,06/01/2018,Donald Trump
13837,https://www.govinfo.gov/content/pkg/FR-2018-06-01/pdf/2018-11916.pdf,83 FR 25335,25335,25340,"Ensuring Transparency, Accountability, and Efficiency in Taxpayer-Funded Union Time Use",2018-05-25,06/01/2018,Donald Trump
13838,https://www.govinfo.gov/content/pkg/FR-2018-06-01/pdf/2018-11936.pdf,83 FR 25341,25341,25342,Exemption From Executive Order 13658 for Recreational Services on Federal Lands,2018-05-25,06/01/2018,Donald Trump
13839,https://www.govinfo.gov/content/pkg/FR-2018-06-01/pdf/2018-11939.pdf,83 FR 25343,25343,25347,Promoting Accountability and Streamlining Removal Procedures Consistent With Merit System Principles,2018-05-25,06/01/2018,Donald Trump
13835,https://www.govinfo.gov/content/pkg/FR-2018-05-24/pdf/2018-11335.pdf,83 FR 24001,24001,24002,Prohibiting Certain Additional Transactions With Respect to Venezuela,2018-05-21,05/24/2018,Donald Trump
13834,https://www.govinfo.gov/content/pkg/FR-2018-05-22/pdf/2018-11101.pdf,83 FR 23771,23771,23774,Efficient Federal Operations,2018-05-17,05/22/2018,Donald Trump
13833,https://www.govinfo.gov/content/pkg/FR-2018-05-18/pdf/2018-10855.pdf,83 FR 23345,23345,23348,Enhancing the Effectiveness of Agency Chief Information Officers,2018-05-15,05/18/2018,Donald Trump
13832,https://www.govinfo.gov/content/pkg/FR-2018-05-14/pdf/2018-10403.pdf,83 FR 22343,22343,22345,Enhancing Noncompetitive Civil Service Appointments of Military Spouses,2018-05-09,05/14/2018,Donald Trump
13831,https://www.govinfo.gov/content/pkg/FR-2018-05-08/pdf/2018-09895.pdf,83 FR 20715,20715,20717,Establishment of a White House Faith and Opportunity Initiative,2018-05-03,05/08/2018,Donald Trump
13830,https://www.govinfo.gov/content/pkg/FR-2018-04-25/pdf/2018-08883.pdf,83 FR 18191,18191,18194,Delegation of Authority To Approve Certain Military Decorations,2018-04-20,04/25/2018,Donald Trump
